Unit 10-1,met,meet(…と知り合いになる)
Unit 10-1,thought,think(思う)
Unit 10-2,need,…を必要とする
Unit 10-2,want,…がほしい
Unit 10-2,beat,どきどきする
Unit 10-2,show,…を見せる、示す
Unit 10-2,bring,…をもたらす
Unit 10-2,repeat,くり返し言う、くり返す
Unit 10-2,realize,…だと気づく
Unit 10-2,remember,(…を)思い出す、覚えている
Unit 10-2,sun,太陽、日
Unit 10-2,snow,雪
Unit 10-2,rest,休み、休息
Unit 10-2,break,休けい
Unit 10-2,evening,夕方、晩
Unit 10-2,night,夜、晩
Unit 10-2,today,今日(は)、現在(では)
Unit 10-2,yesterday,昨日(は)
Unit 10-2,spot,地点、場所
Unit 10-2,cafe,喫茶店、カフェ
Unit 10-2,nature,自然
Unit 10-2,forest,森、森林
Unit 10-2,tent,テント
Unit 10-2,campground,キャンプ場
Unit 10-2,hot spring,温泉
Unit 10-2,playground,運動場
Unit 10-2,doctor,医者、医師
Unit 10-2,nurse,看護師
Unit 10-2,medicine,薬
Unit 10-2,heart,心臓、心
Unit 10-2,fever,熱
Unit 10-2,headache,頭痛
Unit 10-2,toothache,歯痛
Unit 10-2,stomachache,胃痛、腹痛
Unit 10-2,main,主な、主要な
Unit 10-2,best,最もよい
Unit 10-2,good,じょうずな、うまい
Unit 10-2,mild,おだやかな、強くない、軽い
Unit 10-2,tired,疲れた
Unit 10-2,bored,退屈した、うんざりした
Unit 10-2,wrong,ぐあいが悪い
Unit 10-2,nervous,緊張して
Unit 10-3,fox,キツネ
Unit 10-3,wolf,オオカミ
Unit 10-3,lion,ライオン
Unit 10-3,tiger,トラ
Unit 10-3,mouse,ネズミ、ハツカネズミ
Unit 10-3,rabbit,ウサギ
Unit 10-3,elephant,ゾウ
Unit 10-3,character,登場人物
Unit 10-3,gun,銃
Unit 10-3,smoke,煙
Unit 10-3,cart,カート、手押し車
Unit 10-3,floor,ゆか
Unit 10-3,door,ドア、戸
Unit 10-3,ground,地面、土地
Unit 10-3,way,道、道筋
Unit 10-3,thing,もの、こと
Unit 10-3,later,もっとおそく、あとで
Unit 10-3,just,ちょうど、まさに
Unit 10-3,maybe,たぶん、もしかすると
Unit 10-3,weakly,弱く、弱々しく
Unit 10-3,alone,ひとりだけの、ただ…だけ
Unit 10-3,another,ほかの、別の、ちがった
Unit 10-3,cute,かわいい
Unit 10-3,naughty,いたずらな、わんぱくな
Unit 10-3,from,…から、…出身の、…に由来する
Unit 10-3,before,…の前に[の]
Unit 10-3,behind,…の後ろに
Unit 10-3,through,…を通りぬけて
Unit 10-3,yourself,あなた自身を[に]
Unit 10-3,himself,彼自身を[に]
Unit 10-3,someone,だれか、ある人
Unit 10-3,something,何か、あるもの
Unit 10-3,let,…を〜の状態にさせる
Unit 10-3,die,死ぬ
Unit 10-3,rise,のぼる、上がる、上昇する
Unit 10-3,shout,(…と)さけぶ
Unit 10-3,hear,…が聞こえる、…を聞く
Unit 10-3,leave,…を置いていく
Unit 10-3,receive,…を受け取る
Unit 10-3,pick up,…を拾い上げる、手に取る
